"","grp","chng_type","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes","colour"
"275",138,"+","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm2","Robson Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Robson","","","BC","BC","","#AB2BCBFF"
"276",138,"-","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm2","Robson Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Robson","","","BC","BC","",""
"277",139,"+","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm3","Spillimacheen Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Spillimacheen","","","BC","BC","","#C41BE5FF"
"278",139,"-","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm3","Spillimacheen Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Spillimacheen","","","BC","BC","",""
"279",140,"+","BGCv11","ESSF","ESSF_meso","ESSFmmp","ESSFmmp","Moist Mild Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Parkland","","","","BC","BC","","#C684E7FF"
"280",140,"-","BGCv11","ESSF","ESSF_meso","ESSFmmp","ESSFmmp","Moist Mild Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Parkland","","","","BC","BC","",""
"281",141,"+","BGCv11","ESSF","ESSF_meso","ESSFmmw","ESSFmmw","Moist Mild Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Woodland","","","","BC","BC","","#C360EDFF"
"282",141,"-","BGCv11","ESSF","ESSF_meso","ESSFmmw","ESSFmmw","Moist Mild Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Woodland","","","","BC","BC","",""
"283",142,"+","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv1","Nechako Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Nechako","","","BC","BC","","#B54DD7FF"
"284",142,"-","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv1","Nechako Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Nechako","","","BC","BC","",""
"285",143,"+","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv2","Bullmoose Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Bullmoose","","","BC","BC","","#BE79E2FF"
"286",143,"-","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv2","Bullmoose Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Bullmoose","","","BC","BC","",""
"287",144,"+","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv3","Omineca Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Omineca","","","BC","BC","","#AD3FE4FF"
"288",144,"-","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv3","Omineca Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Omineca","","","BC","BC","",""
"289",145,"+","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv4","Graham Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Graham","","","BC","BC","","#974CEBFF"
"290",145,"-","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv4","Graham Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Graham","","","BC","BC","",""
"291",146,"+","BGCv11","ESSF","ESSF_meso","ESSFmvp","ESSFmvp","Moist Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold Parkland","","","","BC","BC","","#AF47CBFF"
"292",146,"-","BGCv11","ESSF","ESSF_meso","ESSFmvp","ESSFmvp","Moist Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold Parkland","","","","BC","BC","",""
"293",147,"+","BGCv11","ESSF","ESSF_meso","ESSFmw","ESSFmw1","Cascade Moist Warm ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm","Cascade","","","BC","BC","","#AE3AE0FF"
"294",147,"-","BGCv11","ESSF","ESSF_meso","ESSFmw","ESSFmw1","Cascade Moist Warm ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm","Cascade","","","BC","BC","",""
"295",148,"+","BGCv11","ESSF","ESSF_meso","ESSFmw","ESSFmw2","Stein Moist Warm ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm","Stein","","","BC","BC","","#A16CD2FF"
"296",148,"-","BGCv11","ESSF","ESSF_meso","ESSFmw","ESSFmw2","Stein Moist Warm ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm","Stein","","","BC","BC","",""
"297",149,"+","USA_2019","ESSF","ESSF_meso","ESSFmw","ESSFmw_WA","Moist Warm Washington ESSF","Engelmann Spruce – Subalpine Fir","Moist Warm","Washington","NW Washington (E Cascades)","ESSFmwz","USA","WA","","#8710E1FF"
"298",149,"-","USA_2019","ESSF","ESSF_meso","ESSFmw","ESSFmw_WA","Moist Warm Washington ESSF","Engelmann Spruce – Subalpine Fir","Moist Warm","Washington","NW Washington (E Cascades)","ESSFmwz","USA","WA","",""
"299",150,"+","BGCv11","ESSF","ESSF_meso","ESSFmwp","ESSFmwp","Moist Warm Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm Parkland","","","","BC","BC","","#BA6DD4FF"
"300",150,"-","BGCv11","ESSF","ESSF_meso","ESSFmwp","ESSFmwp","Moist Warm Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm Parkland","","","","BC","BC","",""
"301",151,"+","USA_2026","ESSF","ESSF_meso","ESSFmwp","ESSFmwp_WA","Moist Warm Washington Parkland ESSF","Engelmann Spruce – Subalpine Fir","Moist Warm","WA","NW Washington (E Cascades)","","USA","WA","","#B635D6FF"
"302",151,"-","USA_2026","ESSF","ESSF_meso","ESSFmwp","ESSFmwp_WA","Moist Warm Washington Parkland ESSF","Engelmann Spruce – Subalpine Fir","Moist Warm","WA","NW Washington (E Cascades)","","USA","WA","",""
"303",152,"+","BGCv11","ESSF","ESSF_meso","ESSFmww","ESSFmww","Moist Warm Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm Woodland","","","","BC","BC","","#E189D1FF"
"304",152,"-","BGCv11","ESSF","ESSF_meso","ESSFmww","ESSFmww","Moist Warm Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Warm Woodland","","","","BC","BC","",""
"305",153,"+","BGCv13","ESSF","","ESSFun","ESSFun1","Undifferentiated Central Coast ESSF","Engelmann Spruce  –  Subalpine Fir","Undifferentiated"," Central Coast",NA,"ESSFmw portion","BC","BC",NA,"#D623C1FF"
"306",153,"-","BGCv13","ESSF","","ESSFun","ESSFun1","Undifferentiated Central Coast ESSF","Engelmann Spruce  –  Subalpine Fir","Undifferentiated"," Central Coast",NA,"ESSFmw portion","BC","BC",NA,""
"307",154,"+","BGCv13","ESSF","","ESSFun","ESSFun2","Undifferentiated Stikine EESF","Engelmann Spruce  –  Subalpine Fir","Undifferentiated","Stikine ",NA,"ESSFun","BC","BC",NA,"#921AD2FF"
"308",154,"-","BGCv13","ESSF","","ESSFun","ESSFun2","Undifferentiated Stikine EESF","Engelmann Spruce  –  Subalpine Fir","Undifferentiated","Stikine ",NA,"ESSFun","BC","BC",NA,""
"309",155,"+","BGCv11","ESSF","ESSF_meso","ESSFunp","ESSFunp","Undifferentiated Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Undifferentiated Parkland","","","","BC","BC","","#A52EEAFF"
"310",155,"-","BGCv11","ESSF","ESSF_meso","ESSFunp","ESSFunp","Undifferentiated Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Undifferentiated Parkland","","","","BC","BC","",""
"311",156,"+","BGCv11","ESSF","ESSF_wet","ESSFvc","ESSFvc","Very Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Wet Cold","","","","BC","BC","","#B525D1FF"
"312",156,"-","BGCv11","ESSF","ESSF_wet","ESSFvc","ESSFvc","Very Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Wet Cold","","","","BC","BC","",""
"313",157,"+","BGCv11","ESSF","ESSF_wet","ESSFvcp","ESSFvcp","Very Wet Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Wet Cold Parkland","","","","BC","BC","","#BF4DC9FF"
"314",157,"-","BGCv11","ESSF","ESSF_wet","ESSFvcp","ESSFvcp","Very Wet Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Wet Cold Parkland","","","","BC","BC","",""
"315",158,"+","BGCv11","ESSF","ESSF_wet","ESSFvcw","ESSFvcw","Very Wet Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Wet Cold Woodland","","","","BC","BC","","#CE6AC4FF"
"316",158,"-","BGCv11","ESSF","ESSF_wet","ESSFvcw","ESSFvcw","Very Wet Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Wet Cold Woodland","","","","BC","BC","",""
"317",159,"+","BGCv11","ESSF","ESSF_wet","ESSFwc","ESSFwc2","Monashee Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Monashee","","","BC","BC","","#C31AEDFF"
"318",159,"-","BGCv11","ESSF","ESSF_wet","ESSFwc","ESSFwc2","Monashee Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Monashee","","","BC","BC","",""
"319",160,"+","BGCv11","ESSF","ESSF_wet","ESSFwc","ESSFwc3","Cariboo Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Cariboo","","","BC","BC","","#CA3FECFF"
"320",160,"-","BGCv11","ESSF","ESSF_wet","ESSFwc","ESSFwc3","Cariboo Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Cariboo","","","BC","BC","",""
"321",161,"+","BGCv11","ESSF","ESSF_wet","ESSFwc","ESSFwc4","Selkirk Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Selkirk","","","BC","BC","","#DB45EBFF"
"322",161,"-","BGCv11","ESSF","ESSF_wet","ESSFwc","ESSFwc4","Selkirk Wet Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Selkirk","","","BC","BC","",""
"323",162,"+","BGCv13","ESSF","ESSF_wet","ESSFwc","ESSFwc7","Wet cold Bowron ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Bowron",NA,"ESSFwc3","BC","BC",NA,"#AB1CDFFF"
"324",162,"-","BGCv13","ESSF","ESSF_wet","ESSFwc","ESSFwc7","Wet cold Bowron ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold","Bowron",NA,"ESSFwc3","BC","BC",NA,""
"325",163,"+","BGCv11","ESSF","ESSF_wet","ESSFwcp","ESSFwcp","Wet Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold Parkland","","","","BC","BC","","#B22DCFFF"
"326",163,"-","BGCv11","ESSF","ESSF_wet","ESSFwcp","ESSFwcp","Wet Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold Parkland","","","","BC","BC","",""
"327",164,"+","BGCv11","ESSF","ESSF_wet","ESSFwcw","ESSFwcw","Wet Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold Woodland","","","","BC","BC","","#E613DCFF"
"328",164,"-","BGCv11","ESSF","ESSF_wet","ESSFwcw","ESSFwcw","Wet Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cold Woodland","","","","BC","BC","",""
"329",165,"+","BGCv11","ESSF","ESSF_wet","ESSFwh","ESSFwh1","Columbia Wet Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Hot","Columbia","","","BC","BC","","#CD35DAFF"
"330",165,"-","BGCv11","ESSF","ESSF_wet","ESSFwh","ESSFwh1","Columbia Wet Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Hot","Columbia","","","BC","BC","",""
"331",166,"+","BGCv11","ESSF","ESSF_wet","ESSFwh","ESSFwh2","St Mary Wet Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Hot","St Mary","","","BC","BC","","#AF2CD6FF"
"332",166,"-","BGCv11","ESSF","ESSF_wet","ESSFwh","ESSFwh2","St Mary Wet Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Hot","St Mary","","","BC","BC","",""
"333",167,"+","BGCv11","ESSF","ESSF_wet","ESSFwh","ESSFwh3","Salmo Wet Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Hot","Salmo","","","BC","BC","","#B125DBFF"
"334",167,"-","BGCv11","ESSF","ESSF_wet","ESSFwh","ESSFwh3","Salmo Wet Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Hot","Salmo","","","BC","BC","",""
"335",168,"+","USA_2019","ESSF","ESSF_wet","ESSFwh","ESSFwh_MT","Wet Hot Montana ESSF","Engelmann Spruce – Subalpine Fir","Wet Hot","Montana","NE Washington, N Idaho, NW Montana","ESSFwhz","USA","MT","","#BF68CEFF"
"336",168,"-","USA_2019","ESSF","ESSF_wet","ESSFwh","ESSFwh_MT","Wet Hot Montana ESSF","Engelmann Spruce – Subalpine Fir","Wet Hot","Montana","NE Washington, N Idaho, NW Montana","ESSFwhz","USA","MT","",""
"337",169,"+","BGCv11","ESSF","ESSF_wet","ESSFwk","ESSFwk1","Cariboo Wet Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cool","Cariboo","","","BC","BC","","#AC5BCFFF"
"338",169,"-","BGCv11","ESSF","ESSF_wet","ESSFwk","ESSFwk1","Cariboo Wet Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cool","Cariboo","","","BC","BC","",""
"339",170,"+","BGCv11","ESSF","ESSF_wet","ESSFwk","ESSFwk2","Misinchinka Wet Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cool","Misinchinka","","","BC","BC","","#BC1CD8FF"
"340",170,"-","BGCv11","ESSF","ESSF_wet","ESSFwk","ESSFwk2","Misinchinka Wet Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Cool","Misinchinka","","","BC","BC","",""
"341",171,"+","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm1","Fernie Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Fernie","","","BC","BC","","#D484EEFF"
"342",171,"-","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm1","Fernie Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Fernie","","","BC","BC","",""
"343",172,"+","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm2","Purcell Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Purcell","","","BC","BC","","#B861CEFF"
"344",172,"-","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm2","Purcell Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Purcell","","","BC","BC","",""
"345",173,"+","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm3","Ymir Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Ymir","","","BC","BC","","#D520ECFF"
"346",173,"-","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm3","Ymir Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Ymir","","","BC","BC","",""
"347",174,"+","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm4","Moyie Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Moyie","","","BC","BC","","#C556E6FF"
"348",174,"-","BGCv11","ESSF","ESSF_wet","ESSFwm","ESSFwm4","Moyie Wet Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild","Moyie","","","BC","BC","",""
"349",175,"+","USA_2019","ESSF","ESSF_wet","ESSFwm","ESSFwm_MT","Wet Mild Montana ESSF","Engelmann Spruce – Subalpine Fir","Wet Mild","Montana","NE Washington, N Idaho, NW Montana","ESSFwmz","USA","MT","","#D97EE1FF"
"350",175,"-","USA_2019","ESSF","ESSF_wet","ESSFwm","ESSFwm_MT","Wet Mild Montana ESSF","Engelmann Spruce – Subalpine Fir","Wet Mild","Montana","NE Washington, N Idaho, NW Montana","ESSFwmz","USA","MT","",""
"351",176,"+","BGCv11","ESSF","ESSF_wet","ESSFwmp","ESSFwmp","Wet Mild Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild Parkland","","","","BC","BC","","#C35AD8FF"
"352",176,"-","BGCv11","ESSF","ESSF_wet","ESSFwmp","ESSFwmp","Wet Mild Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild Parkland","","","","BC","BC","",""
"353",177,"+","USA_2026","ESSF","ESSF_wet","ESSFwmp","ESSFwmp_MT","Wet Mild Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Wet Mild","MT","NE Washington, N Idaho, NW Montana","","USA","MT","","#B429CCFF"
"354",177,"-","USA_2026","ESSF","ESSF_wet","ESSFwmp","ESSFwmp_MT","Wet Mild Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Wet Mild","MT","NE Washington, N Idaho, NW Montana","","USA","MT","",""
"355",178,"+","BGCv11","ESSF","ESSF_wet","ESSFwmw","ESSFwmw","Wet Mild Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild Woodland","","","","BC","BC","","#E115BFFF"
"356",178,"-","BGCv11","ESSF","ESSF_wet","ESSFwmw","ESSFwmw","Wet Mild Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Mild Woodland","","","","BC","BC","",""
"357",179,"+","BGCv11","ESSF","ESSF_wet","ESSFwv","ESSFwv","Wet Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold","","","","BC","BC","","#C031D3FF"
"358",179,"-","BGCv11","ESSF","ESSF_wet","ESSFwv","ESSFwv","Wet Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold","","","","BC","BC","",""
"359",180,"+","BGCv11","ESSF","ESSF_wet","ESSFwvp","ESSFwvp","Wet Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold Parkland","","","","BC","BC","","#A13ACAFF"
"360",180,"-","BGCv11","ESSF","ESSF_wet","ESSFwvp","ESSFwvp","Wet Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold Parkland","","","","BC","BC","",""
"361",181,"+","BGCv12","ESSF","ESSF_wet","ESSFwvw","ESSFwvw","Wet Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold Woodland","","","","BC","BC","","#D76CE5FF"
"362",181,"-","BGCv12","ESSF","ESSF_wet","ESSFwvw","ESSFwvw","Wet Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold Woodland","","","","BC","BC","",""
"363",182,"+","BGCv11","ESSF","ESSF_dry","ESSFxc","ESSFxc1","Similkameen Very Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold","Similkameen","","","BC","BC","","#A11ADAFF"
"364",182,"-","BGCv11","ESSF","ESSF_dry","ESSFxc","ESSFxc1","Similkameen Very Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold","Similkameen","","","BC","BC","",""
"365",183,"+","BGCv11","ESSF","ESSF_dry","ESSFxc","ESSFxc2","Thompson Very Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold","Thompson","","","BC","BC","","#AE4AD6FF"
"366",183,"-","BGCv11","ESSF","ESSF_dry","ESSFxc","ESSFxc2","Thompson Very Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold","Thompson","","","BC","BC","",""
"367",184,"+","BGCv11","ESSF","ESSF_dry","ESSFxc","ESSFxc3","Pavillion Very Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold","Pavillion","","","BC","BC","","#871FD0FF"
"368",184,"-","BGCv11","ESSF","ESSF_dry","ESSFxc","ESSFxc3","Pavillion Very Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold","Pavillion","","","BC","BC","",""
"369",185,"+","USA_2019","ESSF","ESSF_dry","ESSFxc","ESSFxc_CO","Very Dry Cold Colorado ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","Colorado","W & C Colorado","ESSFcoz","USA","CO","","#A72FD2FF"
"370",185,"-","USA_2019","ESSF","ESSF_dry","ESSFxc","ESSFxc_CO","Very Dry Cold Colorado ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","Colorado","W & C Colorado","ESSFcoz","USA","CO","",""
"371",186,"+","USA_2019","ESSF","ESSF_dry","ESSFxc","ESSFxc_WA","Very Dry Cold Washington ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","Washington","NC Washington","ESSFxcz","USA","WA","","#A76FCBFF"
"372",186,"-","USA_2019","ESSF","ESSF_dry","ESSFxc","ESSFxc_WA","Very Dry Cold Washington ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","Washington","NC Washington","ESSFxcz","USA","WA","",""
"373",187,"+","BGCv11","ESSF","ESSF_dry","ESSFxcp","ESSFxcp","Very Dry Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold Parkland","","","","BC","BC","","#AD41ECFF"
"374",187,"-","BGCv11","ESSF","ESSF_dry","ESSFxcp","ESSFxcp","Very Dry Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold Parkland","","","","BC","BC","",""
"375",188,"+","USA_2026","ESSF","ESSF_dry","ESSFxcp","ESSFxcp_CO","Very Dry Cold Colorado Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","CO","W & C Colorado","","USA","CO","","#AA4FD8FF"
"376",188,"-","USA_2026","ESSF","ESSF_dry","ESSFxcp","ESSFxcp_CO","Very Dry Cold Colorado Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","CO","W & C Colorado","","USA","CO","",""
"377",189,"+","USA_2026","ESSF","ESSF_dry","ESSFxcp","ESSFxcp_WA","Very Dry Cold Washington Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","WA","NC Washington","","USA","WA","","#AD61D0FF"
"378",189,"-","USA_2026","ESSF","ESSF_dry","ESSFxcp","ESSFxcp_WA","Very Dry Cold Washington Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cold","WA","NC Washington","","USA","WA","",""
"379",190,"+","BGCv11","ESSF","ESSF_dry","ESSFxcw","ESSFxcw","Very Dry Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold Woodland","","","","BC","BC","","#A553DFFF"
"380",190,"-","BGCv11","ESSF","ESSF_dry","ESSFxcw","ESSFxcw","Very Dry Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Cold Woodland","","","","BC","BC","",""
"381",191,"+","USA_2019","ESSF","ESSF_dry","ESSFxh","ESSFxh_WA","Very Dry Hot Washington ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Hot","Washington","NE Washington [N Idaho, NW Montana]","ESSFxhz","USA","WA","","#C97BEFFF"
"382",191,"-","USA_2019","ESSF","ESSF_dry","ESSFxh","ESSFxh_WA","Very Dry Hot Washington ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Hot","Washington","NE Washington [N Idaho, NW Montana]","ESSFxhz","USA","WA","",""
"383",192,"+","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_MT","Very Dry Cool Montana ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Montana","WC Montana & EC Idaho","ESSFxxz","USA","MT","","#D683DDFF"
"384",192,"-","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_MT","Very Dry Cool Montana ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Montana","WC Montana & EC Idaho","ESSFxxz","USA","MT","",""
"385",193,"+","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_UT","Very Dry Cool Utah ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Utah","SW, C, & NE Utah","ESSFutz","USA","UT","","#A97ADCFF"
"386",193,"-","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_UT","Very Dry Cool Utah ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Utah","SW, C, & NE Utah","ESSFutz","USA","UT","",""
"387",194,"+","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_WY","Very Dry Cool Wyoming ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Wyoming","W Wyoming, SW Montana, C Idaho","","USA","WY","","#E747D5FF"
"388",194,"-","USA_2019","ESSF","ESSF_dry","ESSFxk","ESSFxk_WY","Very Dry Cool Wyoming ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","Wyoming","W Wyoming, SW Montana, C Idaho","","USA","WY","",""
"389",195,"+","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_MT","Very Dry Cool Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","MT","WC Montana & EC Idaho","","USA","MT","","#A422D3FF"
"390",195,"-","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_MT","Very Dry Cool Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","MT","WC Montana & EC Idaho","","USA","MT","",""
"391",196,"+","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_UT","Very Dry Cool Utah Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","UT","SW, C, & NE Utah","","USA","UT","","#E981E9FF"
"392",196,"-","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_UT","Very Dry Cool Utah Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","UT","SW, C, & NE Utah","","USA","UT","",""
"393",197,"+","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_WY","Very Dry Cool Wyoming Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","WY","W Wyoming, SW Montana, C Idaho","","USA","WY","","#e45bd4ff"
"394",197,"-","USA_2026","ESSF","ESSF_dry","ESSFxkp","ESSFxkp_WY","Very Dry Cool Wyoming Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Cool","WY","W Wyoming, SW Montana, C Idaho","","USA","WY","",""
"395",198,"+","BGCv11","ESSF","ESSF_dry","ESSFxv","ESSFxv1","West Chilcotin Very Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold","West Chilcotin","","","BC","BC","","#A881EBFF"
"396",198,"-","BGCv11","ESSF","ESSF_dry","ESSFxv","ESSFxv1","West Chilcotin Very Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold","West Chilcotin","","","BC","BC","",""
"397",199,"+","BGCv11","ESSF","ESSF_dry","ESSFxv","ESSFxv2","Big Creek Very Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold","Big Creek","","","BC","BC","","#441AECFF"
"398",199,"-","BGCv11","ESSF","ESSF_dry","ESSFxv","ESSFxv2","Big Creek Very Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold","Big Creek","","","BC","BC","",""
