"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"4510","MSdm2/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"4511","MSdm2/Gg11$2.1","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4512","MSdm2/Gg11$2.3","Columbia needlegrass – Cheatgrass","Gg","grassland "
"4513","MSdm2/Gg11$2.4","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4514","MSdm2/Gg32","Pinegrass – Kinnikinnick","Gg","grassland "
"4515","MSdm2/Gs04","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4516","MSdm2/Ro01","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4517","MSdm2/Ro01.1","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4518","MSdm2/Ro01.2","Selaginella – Screw moss","Ro","rocky outcrop"
"4519","MSdm2/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4520","MSdm2/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4521","MSdm2/Ro05.2","Juniper – Kinnikinnick – Penstemon – Screw moss","Ro","rocky outcrop"
"4522","MSdm2/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4523","MSdm2/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4524","MSdm2/Ro06.2","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"4525","MSdm2/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4526","MSdm2/Rt01","Rocktripe – Green map","Rt","talus"
"4527","MSdm2/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"4528","MSdm2/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4529","MSdm2/Rt07.2","Juniper – Rocktripe","Rt","talus"
"4530","MSdm2/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4531","MSdm2/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"4532","MSdm2/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4533","MSdm2/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4534","MSdm2/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"4535","MSdm2/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"4536","MSdm2/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4537","MSdm2/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4538","MSdm2/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4539","MSdm2/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"4540","MSdm2/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4541","MSdm2/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"4542","MSdm2/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4543","MSdm2/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4544","MSdm2/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"4545","MSdm2/Wm09","Inflated sedge","Wm","wetland marsh"
"4546","MSdm2/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"4547","MSdm2/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4548","MSdm2/Ws07","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4549","MSdm2/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4550","MSdm2/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4551","MSdm3/01","Sxw – Falsebox – Feather moss",NA,NA
"4552","MSdm3/02","Juniper – Bluebunch wheatgrass",NA,NA
"4553","MSdm3/03","Pl – Juniper – Grouseberry",NA,NA
"4554","MSdm3/04","Pl – Grouseberry – Pinegrass",NA,NA
"4555","MSdm3/05","Sxw – Gooseberry – Grouseberry",NA,NA
"4556","MSdm3/06","Sxw – Gooseberry – Devil's club",NA,NA
"4557","MSdm3/07","Sxw – Horsetail – Leafy moss",NA,NA
"4558","MSdm3/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4559","MSdm3/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"4560","MSdm3/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4561","MSdm3/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4562","MSdm3/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4563","MSdv/01","Pl – Soopolallie – Twinflower",NA,NA
"4564","MSdv/02","Pl – Penstemon – Balsamroot",NA,NA
"4565","MSdv/02a","Pl – Penstemon – Balsamroot; Shallow",NA,NA
"4566","MSdv/02b","Pl – Penstemon – Balsamroot; South slope",NA,NA
"4567","MSdv/03","Pl – Short-awned ricegrass – Peltigera","CA","cold aspects - cold air"
"4568","MSdv/04","Pl – Saskatoon – Kinnikinnick",NA,NA
"4569","MSdv/05","Pl – Soopolallie – Heron's-bill",NA,NA
"4570","MSdv/06","Sxw – Twinberry – Reedgrass",NA,NA
"4571","MSdv/07","Sxw – Dwarf blueberry – Crowberry","FR","frost"
"4572","MSdv/08","Sxw – Soopolallie – Scouring-rush",NA,NA
"4573","MSdv/09","Sxw – Horsetail – Leafy moss",NA,NA
"4574","MSdw/101","Sxw – Arnica – Pinegrass",NA,NA
"4575","MSdw/102","Fd – Juniper",NA,NA
"4576","MSdw/103","Fd(LwPl) – Pinegrass","IN","insolation"
"4577","MSdw/104","Pl(Lw) – Pinegrass – Twinflower",NA,NA
"4578","MSdw/104.1","Pl(Lw) – Pinegrass – Twinflower",NA,NA
"4579","MSdw/104.2","Pl(Lw) – Pinegrass – Grouseberry",NA,NA
"4580","MSdw/110","SxwBl – Azalea – Bunchberry",NA,NA
"4581","MSdw/110.1","SxwBl – Azalea – Bunchberry",NA,NA
"4582","MSdw/110.2","CwSxw – Bunchberry – Mitreworts",NA,NA
"4583","MSdw/111","Sxw – Horsetail",NA,NA
"4584","MSdw/111a","Sxw – Horsetail; Riparian phase",NA,NA
"4585","MSdw/111b","Sxw – Horsetail; Swamp phase",NA,NA
"4586","MSdw/112","Sxw – Trapper's tea – Peat moss","CA","cold aspects - cold air"
"4587","MSdw/Ff01","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4588","MSdw/Ff01a","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4589","MSdw/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"4590","MSdw/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"4591","MSdw/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"4592","MSdw/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"4593","MSdw/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"4594","MSdw/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"4595","MSdw/Gb01","Juniper – Kinnikinnick – Bluebunch wheatgrass","Gb","brushland"
"4596","MSdw/Gb04","Choke cherry – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"4597","MSdw/Gg12","Rough fescue – Yarrow – Old man's whiskers","Gg","grassland "
"4598","MSdw/Gg12$2.3","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"4599","MSdw/Gg12$2.4","Rabbit-brush – Needle-and-thread grass – Junegrass","Gg","grassland "
"4600","MSdw/Gg12$2.6","Canada bluegrass – Dandelion","Gg","grassland "
"4601","MSdw/Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"4602","MSdw/Gg17","Idaho fescue – Bluebunch wheatgrass – Sulphur buckwheat","Gg","grassland "
"4603","MSdw/Ro01","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4604","MSdw/Ro01.1","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"4605","MSdw/Ro01.2","Selaginella – Screw moss","Ro","rocky outcrop"
"4606","MSdw/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4607","MSdw/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4608","MSdw/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4609","MSdw/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"4610","MSdw/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4611","MSdw/Rt01","Rocktripe – Green map","Rt","talus"
"4612","MSdw/Rt02","Rock moss – Clad lichen","Rt","talus"
"4613","MSdw/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"4614","MSdw/Rt04","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"4615","MSdw/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"4616","MSdw/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4617","MSdw/Rt07.2","Juniper – Rocktripe","Rt","talus"
"4618","MSdw/Rt08","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"4619","MSdw/Rt20","Spotted saxifrage – Clad lichen","Rt","talus"
"4620","MSdw/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"4621","MSdw/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"4622","MSdw/Vh01.2","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"4623","MSdw/Vh10","Fireweed – Grouseberry","Vh","avalanche herb"
"4624","MSdw/Vh11","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"4625","MSdw/Vh12","Idaho fescue – Sulphur buckwheat – Fireweed","Vh","avalanche herb"
"4626","MSdw/Vs02","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"4627","MSdw/Vs10","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4628","MSdw/Vs10.1","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4629","MSdw/Vs10.2","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4630","MSdw/Vs11","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"4631","MSdw/Vs12","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"4632","MSdw/Vs13","Huckleberry – Bear-grass – Fireweed","Vs","avalanche shrub"
"4633","MSdw/Vs14","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"4634","MSdw/Wb15","Sxw – Labrador tea – Peat moss","Wb","wetland bog "
"4635","MSdw/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4636","MSdw/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"4637","MSdw/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4638","MSdw/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"4639","MSdw/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"4640","MSdw/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4641","MSdw/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4642","MSdw/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"4643","MSdw/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4644","MSdw/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4645","MSdw/Wm04","Common spikerush","Wm","wetland marsh"
"4646","MSdw/Wm05","Cattail","Wm","wetland marsh"
"4647","MSdw/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"4648","MSdw/Wm15","Bluejoint – Water sedge","Wm","wetland marsh"
"4649","MSdw/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4650","MSdw/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"4651","MSdw/Ws03","Bebb's willow – Bluejoint","Ws","wetland swamp"
"4652","MSdw/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4653","MSdw/Ws06","Sitka willow – Sitka sedge","Ws","wetland swamp"
"4654","MSdw/Ws07","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4655","MSdw/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4656","MSdw/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4657","MSxk1/101","Pl – Pinegrass – Grouseberry – Feather moss",NA,NA
"4658","MSxk1/101a","Pl – Pinegrass – Grouseberry – Feather moss; Typic phase",NA,NA
"4659","MSxk1/101b","Pl – Pinegrass – Grouseberry – Feather moss; Warm phase",NA,NA
"4660","MSxk1/102","Pl – Grouseberry – Clad lichens",NA,NA
"4661","MSxk1/103","Pl – Grouseberry – Kinnikinnick – Clad lichens",NA,NA
"4662","MSxk1/104","Pl – Grouseberry – Feather moss",NA,NA
"4663","MSxk1/105","PlSxw – Trapper's tea – Grouseberry",NA,NA
"4664","MSxk1/110","Sxw – Trapper's tea – Bunchberry – Glow moss",NA,NA
"4665","MSxk1/111","SxwBl – Gooseberry",NA,NA
"4666","MSxk1/112","Sxw – Horsetail – Soft-leaved sedge",NA,NA
"4667","MSxk1/113","Sxw – Rocky Mountain sedge – Leafy mosses",NA,NA
"4668","MSxk1/Ag03","Timber oatgrass – Kinnikinnick","Ag","alpine grassland"
"4669","MSxk1/Fl06","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"4670","MSxk1/Gb21","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"4671","MSxk1/Gg02","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4672","MSxk1/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"4673","MSxk1/Gg11$2.1","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"4674","MSxk1/Gg11$2.3","Columbia needlegrass – Cheatgrass","Gg","grassland "
"4675","MSxk1/Gg11$2.4","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"4676","MSxk1/Gg13","Idaho fescue – Silky lupine","Gg","grassland "
"4677","MSxk1/Gg13$2.1","Spreading needlegrass – Idaho fescue – Pinegrass","Gg","grassland "
"4678","MSxk1/Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"4679","MSxk1/Gg32","Pinegrass – Kinnikinnick","Gg","grassland "
"4680","MSxk1/Gs04","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4681","MSxk1/Ro04","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4682","MSxk1/Ro04.1","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4683","MSxk1/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4684","MSxk1/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4685","MSxk1/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4686","MSxk1/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4687","MSxk1/Ro06.2","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"4688","MSxk1/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4689","MSxk1/Rt01","Rocktripe – Green map","Rt","talus"
"4690","MSxk1/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"4691","MSxk1/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4692","MSxk1/Rt07.2","Juniper – Rocktripe","Rt","talus"
"4693","MSxk1/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4694","MSxk1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"4695","MSxk1/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4696","MSxk1/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4697","MSxk1/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"4698","MSxk1/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"4699","MSxk1/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4700","MSxk1/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4701","MSxk1/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4702","MSxk1/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"4703","MSxk1/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4704","MSxk1/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"4705","MSxk1/Wf15","Rocky mountain sedge – Glow moss","Wf","wetland fen"
"4706","MSxk1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4707","MSxk1/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4708","MSxk1/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"4709","MSxk1/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4710","MSxk1/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4711","MSxk1/Ws07","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4712","MSxk1/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4713","MSxk1/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4714","MSxk1/Ws12","Sxw – Rocky Mountain sedge – Glow moss","Ws","wetland swamp"
"4715","MSxk2/101","Pl – Pinegrass – Grouseberry – Feather moss",NA,NA
"4716","MSxk2/102","Pl – Grouseberry – Clad lichens",NA,NA
"4717","MSxk2/103","Pl – Grouseberry – Kinnikinnick – Clad lichens",NA,NA
"4718","MSxk2/104","FdPl – Pinegrass – Twinflower","IN","insolation"
"4719","MSxk2/105","Pl – Juniper – Grouseberry – Feather moss",NA,NA
"4720","MSxk2/106","PlSxw – Trapper's tea – Grouseberry",NA,NA
"4721","MSxk2/110","Sxw – Trapper's tea – Bunchberry – Glow moss","CA","cold aspects - cold air"
"4722","MSxk2/111","SxwBl – Gooseberry",NA,NA
"4723","MSxk2/112","Sxw – Horsetail – Soft-leaved sedge",NA,NA
"4724","MSxk2/Ag03","Timber oatgrass – Kinnikinnick","Ag","alpine grassland"
"4725","MSxk2/Fl06","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"4726","MSxk2/Gb21","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"4727","MSxk2/Gg02","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"4728","MSxk2/Gg12","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4729","MSxk2/Gg12$2.1","Rough fescue – Bluebunch wheatgrass – Yellow salsify","Gg","grassland "
"4730","MSxk2/Gg12$2.2","Spreading needlegrass – Rough fescue – Kentucky bluegrass","Gg","grassland "
"4731","MSxk2/Gg12$2.3","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"4732","MSxk2/Gg12$2.5","Kentucky bluegrass – Yarrow","Gg","grassland "
"4733","MSxk2/Gg12.1","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"4734","MSxk2/Gg32","Pinegrass – Kinnikinnick","Gg","grassland "
"4735","MSxk2/Gs04","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"4736","MSxk2/Ro04","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4737","MSxk2/Ro04.1","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"4738","MSxk2/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4739","MSxk2/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"4740","MSxk2/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4741","MSxk2/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"4742","MSxk2/Ro06.2","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"4743","MSxk2/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"4744","MSxk2/Rt01","Rocktripe – Green map","Rt","talus"
"4745","MSxk2/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"4746","MSxk2/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"4747","MSxk2/Rt07.2","Juniper – Rocktripe","Rt","talus"
"4748","MSxk2/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"4749","MSxk2/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"4750","MSxk2/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4751","MSxk2/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4752","MSxk2/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"4753","MSxk2/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"4754","MSxk2/Wf07","Scrub birch – Buckbean – Shore sedge","Wf","wetland fen"
"4755","MSxk2/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4756","MSxk2/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4757","MSxk2/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"4758","MSxk2/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4759","MSxk2/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"4760","MSxk2/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4761","MSxk2/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4762","MSxk2/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"4763","MSxk2/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"4764","MSxk2/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"4765","MSxk2/Ws05","Maccalla's willow – Beaked sedge","Ws","wetland swamp"
"4766","MSxk2/Ws07","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"4767","MSxk2/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"4768","MSxk2/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"4769","MSxk3/01","Pl – Pinegrass – Lupine",NA,NA
"4770","MSxk3/02","Fd – Juniper – Grouseberry",NA,NA
"4771","MSxk3/03","Bluebunch wheatgrass – Junegrass",NA,NA
"4772","MSxk3/04","Big sage – Pinegrass",NA,NA
"4773","MSxk3/05","FdPl – Pinegrass – Arnica",NA,NA
"4774","MSxk3/06","Pl – Falsebox – Lupine",NA,NA
"4775","MSxk3/07","Sxw – Trapper's tea – Grouseberry",NA,NA
"4776","MSxk3/08","Sxw – Gooseberry – Grouseberry",NA,NA
"4777","MSxk3/09","Sxw – Horsetail – Leafy moss",NA,NA
"4778","MSxk3/10","Pl – Water sedge – Peat mosses",NA,NA
"4779","MSxk3/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"4780","MSxk3/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"4781","MSxk3/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4782","MSxv/01","Pl – Grouseberry – Feather moss",NA,NA
"4783","MSxv/02","Pl – Fescue – Stereocaulon",NA,NA
"4784","MSxv/03","Pl – Kinnikinnick – Cladonia",NA,NA
"4785","MSxv/03a","Pl – Kinnikinnick – Cladonia; Typic",NA,NA
"4786","MSxv/03b","Pl – Kinnikinnick – Cladonia; Shallow",NA,NA
"4787","MSxv/04","Pl – Grouseberry – Kinnikinnick",NA,NA
"4788","MSxv/05","Pl – Trapper's tea – Crowberry",NA,NA
"4789","MSxv/06","Sxw – Crowberry – Knight's plume",NA,NA
"4790","MSxv/07","Sxw – Crowberry – Glow moss","CA","cold aspects - cold air"
"4791","MSxv/08","Sxw – Horsetail – Crowberry",NA,NA
"4792","MSxv/09","Sxw – Labrador tea – Willow","CA","cold aspects - cold air"
"4793","MSxv/10","Sb – Soft-leaved sedge – Peat moss",NA,NA
"4794","MSxv/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"4795","MSxv/Sc01","Scrub birch – Kinnikinnick","Sc","subalpine"
"4796","MSxv/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"4797","MSxv/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"4798","MSxv/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"4799","MSxv/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"4800","MSxv/Wf14","Tea-leaved willow – Water sedge – Glow moss","Wf","wetland fen"
"4801","MSxv/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"4802","MSxv/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"4803","MSxv/Wm09","Inflated sedge","Wm","wetland marsh"
"4804","MSxv/Wm10","Boreal mannagrass","Wm","wetland marsh"
"4805","MSxv/Wm13","Seaside arrow-grass","Wm","wetland marsh"
"4806","PPxh1/101","Py(Fd) – Bluebunch wheatgrass – Rough fescue",NA,NA
"4807","PPxh1/102","Py(Fd) – Bluebunch wheatgrass – Selaginella",NA,NA
"4808","PPxh1/103","Py – Antelope-brush – Bluebunch wheatgrass",NA,NA
"4809","PPxh1/104","Py – Bluebunch wheatgrass – Balsamroot",NA,NA
"4810","PPxh1/110","FdPy – Pinegrass","CAS","cold aspects"
"4811","PPxh1/111","Fd(Py) – Snowberry – Oregon-grape",NA,NA
"4812","PPxh1/Ff01","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"4813","PPxh1/Ff01a","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"4814","PPxh1/Ff01b","Water birch – Red-osier dogwood – Rose; Grassland draw phase","Ff","fringe fluvial "
"4815","PPxh1/Ff02","Snowberry – Prairie Rose","Ff","fringe fluvial "
"4816","PPxh1/Ff04","Aspen – Snowberry – Roses","Ff","fringe fluvial "
"4817","PPxh1/Ff05","Aspen – Dogwood – Nootka rose","Ff","fringe fluvial "
"4818","PPxh1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"4819","PPxh1/Fm05","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"4820","PPxh1/Fm06","Cottonwood – Poison ivy – Rose","Fm","mid fluvial bench"
"4821","PPxh1/Ga01","Saltgrass","Ga","alkaline meadow"
"4822","PPxh1/Ga01.1","Saltgrass","Ga","alkaline meadow"
"4823","PPxh1/Ga02","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4824","PPxh1/Ga02.1","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"4825","PPxh1/Ga02.2","Foxtail barley – Nuttall's alkaligrass","Ga","alkaline meadow"
"4826","PPxh1/Ga03","Field sedge","Ga","alkaline meadow"
"4827","PPxh1/Ga03$2","Field sedge","Ga","alkaline meadow"
"4828","PPxh1/Ga05","Giant wildrye","Ga","alkaline meadow"
"4829","PPxh1/Ga07","Red glasswort","Ga","alkaline meadow"
"4830","PPxh1/Gb02","Saskatoon – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"4831","PPxh1/Gb05","Sumac – Bluebunch wheatgrass","Gb","brushland"
